Plot_ID,Plant_ID,Species_CN,Area,Pla_Spo,Pot,Pub_Pri,Street
187,S03,白棠子树,0.25,P,Y,N,N
187,S04,菊花,1,P,Y,N,N
187,S18,绣球,0.09,P,Y,N,N
187,S25,绣球,0.16,P,Y,N,N
187,S24,铁冬青,0.16,P,Y,N,N
187,S15,薄荷,0.16,P,Y,N,N
187,S14,木犀榄,0.04,P,Y,N,N
187,S19,南天竹,0.05,P,Y,N,N
187,S01,南天竹,0.16,P,Y,N,N
187,S17,南天竹,0.49,P,Y,N,N
187,S20,南天竹,0.09,P,Y,N,N
187,S23,南天竹,0.09,P,Y,N,N
187,S21,柿,0.04,P,Y,N,N
187,S05,月季花,0.16,P,N,N,N
187,S10,月季花,0.0225,P,N,N,N
187,S16,珍珠绣线菊,0.56,P,N,N,N
187,S06,齿叶冬青,0.49,P,N,N,N
187,S07,齿叶冬青,0.36,P,N,N,N
187,S08,齿叶冬青,0.16,P,N,N,N
187,S09,齿叶冬青,0.09,P,N,N,N
187,S11,马缨丹,0.25,P,N,N,N
187,S12,洋常春藤,0.18,P,N,N,N
187,S13,洋常春藤,0.09,P,N,N,N
188,S17,糙叶树,0.63,S ,N,N,N
188,S01,冬青卫矛,0.06,P,Y,N,N
188,S02,绣球,0.36,P,Y,N,N
188,S03,月季花,0.36,P,Y,N,N
188,S04,香橙,0.09,P,Y,N,N
188,S05,无花果,0.8,P,Y,N,N
188,S11,染井吉野樱,0.04,P,Y,N,N
188,S14,洋火棘,0.16,P,Y,N,N
188,S15,木香花,0.16,P,Y,N,N
188,S09,皋月杜鹃,1,P,Y,N,N
188,S10,皋月杜鹃,0.25,P,Y,N,N
188,S07,胡椒木,0.08,P,Y,N,N
188,S12,南天竹,0.06,P,Y,N,N
188,S06,台湾十大功劳,0.36,P,Y,N,N
188,S08,洋常春藤,0.08,P,Y,N,N
188,S13,洋常春藤,0.09,P,Y,N,N
188,S16,南天竹,3.96,P,N,N,N
188,S18,南天竹,0.72,P,N,N,N
188,S19,南天竹,0.42,P,N,N,N
189,S04,皱皮木瓜,0.04,P,Y,N,N
189,S05,染井吉野樱,0.12,P,Y,N,N
189,S06,常绿钩吻藤,0.25,P,Y,N,N
189,S01,鹅掌柴,0.04,P,Y,N,N
189,S03,朱砂根,0.06,P,Y,N,N
189,S02,南天竹,0.12,P,N,N,N
191,S12,海南龙血树,0.36,P,N,N,N
191,S01,皋月杜鹃,0.12,P,N,N,N
191,S02,皋月杜鹃,1.44,P,N,N,N
191,S03,皋月杜鹃,0.16,P,N,N,N
191,S04,皋月杜鹃,0.18,P,N,N,N
191,S05,皋月杜鹃,0.1,P,N,N,N
191,S06,皋月杜鹃,0.03,P,N,N,N
191,S07,皋月杜鹃,0.25,P,N,N,N
193,S03,冬青卫矛,0.09,P,N,N,N
193,S04,八角金盘,0.36,P,N,N,N
193,S05,光叶石楠,0.25,P,N,N,N
193,S01,木犀,0.36,P,N,N,N
193,S06,木犀,0.09,P,N,N,N
193,S02,山茶,0.56,P,N,N,N
198,S08,齿叶木犀,0.12,P,Y,N,N
198,S02,光蜡树,0.36,P,Y,N,N
198,S04,光蜡树,0.09,P,Y,N,N
198,S05,珍珠绣线菊,0.09,P,Y,N,N
198,S07,粉团,0.36,P,Y,N,N
198,S09,落基山圆柏,0.04,P,Y,N,N
198,S10,大果柏,0.04,P,Y,N,N
198,S06,南天竹,0.09,P,Y,N,N
198,S03,日本栗,0.04,P,Y,N,N
198,S11,木犀榄,0.24,P,N,N,N
198,S12,木犀榄,0.16,P,N,N,N
198,S01,南天竹,0.24,P,N,N,N
199,S02,鹅掌柴,1,P,Y,N,N
199,S01,苏铁,1.21,P,Y,N,N
201,S01,榉树,2.25,S,N,N,N
201,S02,榉树,6,S,N,N,N
201,S05,榉树,1.95,S,N,N,N
201,S03,朴树,0.36,S,N,N,N
201,S04,银杏,0.04,S,N,N,N
202,S12,假连翘,0.81,P,Y,N,N
202,S14,鳄梨,0.04,P,Y,N,N
202,S15,常绿钩吻藤,0.16,P,Y,N,N
202,S16,蓝桉,0.09,P,Y,N,N
202,S17,大狐柳,0.36,P,Y,N,N
202,S11,南天竹,0.2,P,Y,N,N
202,S13,绣球,0.09,P,Y,N,N
202,S09,久留美杜鹃,0.06,P,N,N,N
202,S03,茶梅,1,P,N,N,N
202,S04,茶梅,1.44,P,N,N,N
202,S07,茶梅,1,P,N,N,N
202,S01,皋月杜鹃,1.28,P,N,N,N
202,S02,南天竹,0.25,P,N,N,N
202,S10,平户杜鹃,0.36,P,N,N,N
202,S06,桃,1.8,P,N,N,N
202,S08,桃,0.36,P,N,N,N
202,S05,香橙,0.25,P,N,N,N
204,S01,染井吉野樱,2.25,S,N,Y,N
204,S02,染井吉野樱,2.25,S,N,Y,N
204,S14,染井吉野樱,2.25,S,N,Y,N
204,S15,染井吉野樱,1,S,N,Y,N
204,S17,染井吉野樱,4.8,S,N,Y,N
204,S05,珍珠绣线菊,1.44,P,N,Y,N
204,S06,珍珠绣线菊,1.8,P,N,Y,N
204,S07,珍珠绣线菊,11.52,P,N,Y,N
204,S11,日本胡枝子,2.25,P,N,Y,N
204,S12,日本胡枝子,2.25,P,N,Y,N
204,S13,日本胡枝子,5.4,P,N,Y,N
204,S16,大花六道木,1.7,P,N,Y,N
204,S18,大花六道木,3,P,N,Y,N
204,S25,大花六道木,0.36,P,N,Y,N
204,S03,平户杜鹃,0.81,P,N,Y,N
204,S04,平户杜鹃,1,P,N,Y,N
204,S09,糙叶树,0.3,S,N,Y,Y
204,S10,楝,0.18,S,N,Y,Y
204,S08,朴树,1.2,S,N,Y,Y
204,S26,朴树,0.09,S,N,Y,Y
204,S19,染井吉野樱,0.25,S,N,Y,Y
204,S21,染井吉野樱,1.25,S,N,Y,Y
204,S23,染井吉野樱,0.28,S,N,Y,Y
204,S20,平户杜鹃,1.53,P,N,Y,Y
204,S22,平户杜鹃,0.48,P,N,Y,Y
204,S24,平户杜鹃,0.3,P,N,Y,Y
204,S27,平户杜鹃,0.18,P,N,Y,Y
206,S07,海南龙血树,0.16,P,Y,N,N
206,S01,南天竹,0.56,P,Y,N,N
206,S02,月季花,1.2,P,N,N,N
206,S04,月季花,0.49,P,N,N,N
206,S03,萨哈林云杉,0.49,P,N,N,N
206,S05,女贞,1.2,P,N,N,N
206,S06,台湾十大功劳,0.26,P,N,N,N
208,S02,南天竹,0.25,P,N,N,N
208,S01,青木,0.64,P,N,N,N
209,S02,石斑木,0.36,P,N,Y,N
209,S01,南天竹,0.54,P,N,Y,N
209,S03,南天竹,0.6,P,N,Y,N
210,S08,糙叶树,0.25,S,N,N,N
210,S07,日本胡枝子,0.24,P,Y,N,N
210,S10,皋月杜鹃,0.0625,P,Y,N,N
210,S09,月季花,0.64,P,N,N,N
210,S06,富宁槭,1,P,N,N,N
210,S02,木槿,1.21,P,N,N,N
210,S01,平户杜鹃,1.21,P,N,N,N
210,S03,平户杜鹃,1,P,N,N,N
210,S05,平户杜鹃,1.08,P,N,N,N
210,S04,山茶,2.25,P,N,N,N
213,S06,冬青卫矛,6,S,N,N,N
213,S07,楝,0.64,S,N,N,N
213,S10,朴树,1.96,S,N,N,N
213,S01,染井吉野樱,0.36,P,Y,N,N
213,S04,染井吉野樱,0.16,P,Y,N,N
213,S02,多花紫藤,0.25,P,Y,N,N
213,S03,冬青卫矛,0.09,P,Y,N,N
213,S08,金钟花,0.0225,P,Y,N,N
213,S05,南天竹,0.09,P,Y,N,N
213,S09,南天竹,0.1225,P,Y,N,N
214,S01,木芙蓉,2.56,S,N,N,N
217,S02,石斑木,0.09,P,Y,N,N
217,S08,绣球,0.36,P,Y,N,N
217,S07,鹅掌柴,2.04,P,Y,N,N
217,S01,鸡爪槭,0.06,P,Y,N,N
217,S03,鸡爪槭,0.36,P,Y,N,N
217,S06,南天竹,0.09,P,Y,N,N
217,S04,香橙,0.105,P,Y,N,N
217,S05,紫薇,0.04,P,Y,N,N
219,S07,大花六道木,1,P,N,Y,N
219,S05,平户杜鹃,1.2,P,N,Y,N
219,S06,平户杜鹃,0.18,P,N,Y,N
219,S01,棕榈,1.21,P,N,Y,N
219,S02,棕榈,0.81,P,N,Y,N
219,S03,棕榈,2.72,P,N,Y,N
219,S04,糙叶树,0.49,S ,N,N,N
221,S01,皋月杜鹃,1.75,P,N,N,N
225,S02,朴树,2.25,S ,N,Y,N
225,S01,皋月杜鹃,2.25,P,N,Y,N
230,S02,绣球,0.16,P,Y,N,N
230,S03,月季花,0.48,P,Y,N,N
230,S05,大果柏,0.0875,P,Y,N,N
230,S07,蓝雪花,0.24,P,Y,N,N
230,S01,鹅掌柴,0.64,P,Y,N,N
230,S06,鸡爪槭,0.81,P,Y,N,N
230,S04,木槿,0.09,P,Y,N,N
230,S08,栀子,0.09,P,Y,N,N
230,S09,栀子,0.09,P,Y,N,N
234,S02,小蜡,0.36,P,N,N,N
234,S04,小蜡,0.16,P,N,N,N
234,S03,日本花柏,0.1,P,N,N,N
234,S06,日本花柏,0.18,P,N,N,N
234,S07,日本花柏,0.18,P,N,N,N
234,S09,日本花柏,0.3,P,N,N,N
234,S01,南天竹,0.09,P,N,N,N
234,S08,南天竹,0.36,P,N,N,N
234,S10,南天竹,0.27,P,N,N,N
234,S05,南天竹,0.075,P,N,N,N
237,S02,大果柏,0.09,P,Y,N,N
237,S03,大果柏,0.09,P,Y,N,N
237,S04,大果柏,0.09,P,Y,N,N
237,S06,绣球,0.1225,P,Y,N,N
237,S07,网脉丁香,0.075,P,Y,N,N
237,S08,矮棕竹,0.16,P,Y,N,N
237,S09,日本扁柏,0.09,P,Y,N,N
237,S10,柃木,0.25,P,Y,N,N
237,S11,柃木,0.25,P,Y,N,N
237,S01,木犀榄,0.25,P,Y,N,N
237,S05,南天竹,0.09,P,Y,N,N
237,S12,皋月杜鹃,1,P,N,N,N
239,S04,圆柏,0.16,P,Y,N,N
239,S05,大果柏,0.04,P,Y,N,N
239,S01,马缨丹,2.89,P,N,N,N
239,S02,马缨丹,0.36,P,N,N,N
239,S03,南天竹,0.96,P,N,N,N
239,S06,南天竹,0.96,P,N,N,N
244,1,大叶胡颓子,0.24,P,Y,N,N
244,2,红萼苘麻,0.25,P,Y,N,N
245,S07,野梧桐,2.5,S,N,Y,N
245,S13,野梧桐,0.16,S,N,Y,N
245,S14,野梧桐,0.49,S,N,Y,N
245,S11,楝,0.0625,S,N,Y,N
245,S16,楝,0.49,S,N,Y,N
245,S10,女贞,0.3,S,N,Y,N
245,S09,朴树,3.12,S,N,Y,N
245,S12,朴树,0.06,S,N,Y,N
245,S15,乌桕,1.96,S,N,Y,N
245,S02,野梧桐,0.42,S,N,Y,Y
245,S03,野梧桐,0.72,S,N,Y,Y
245,S06,野梧桐,0.18,S,N,Y,Y
245,S08,野梧桐,0.49,S,N,Y,Y
245,S04,楝,1.69,S,N,Y,Y
245,S01,乌桕,0.36,S,N,Y,Y
245,S05,樟树,0.42,S,N,Y,Y
255,S01,朴树,0.09,S,N,N,N
255,S02,樟树,0.12,S,N,N,N
255,S04,迷迭香,1.5,P,N,N,N
255,S03,平户杜鹃,3,P,N,N,N
255,S05,平户杜鹃,0.045,P,N,N,N
259,S12,南天竹,0.3,S,N,N,N
259,S04,楝,0.25,P,Y,N,N
259,S05,楝,0.3,P,Y,N,N
259,S06,楝,0.25,P,Y,N,N
259,S08,南天竹,0.16,P,Y,N,N
259,S09,南天竹,0.04,P,Y,N,N
259,S10,南天竹,0.3,P,Y,N,N
259,S07,女贞,0.35,P,Y,N,N
259,S11,山茶,0.9,P,N,N,N
259,S13,山茶,0.09,P,N,N,N
259,S01,鸡爪槭,0.2,P,N,N,N
259,S02,南天竹,0.36,P,N,N,N
259,S03,南天竹,0.2,P,N,N,N
261,S01,洋火棘,0.0225,P,N,N,N
264,S02,朴树,0.05,S,N,Y,N
264,S01,珊瑚树,0.36,P,N,Y,N
269,S01,贝利氏相思,0.25,P,Y,N,N
270,S09,木芙蓉,0.72,S,N,N,N
270,S14,洋火棘,0.18,P,Y,N,N
270,S15,铁冬青,0.36,P,Y,N,N
270,S19,久留美杜鹃,0.16,P,Y,N,N
270,S20,铁冬青,0.3,P,Y,N,N
270,S21,木槿,0.25,P,Y,N,N
270,S06,月季花,0.25,P,Y,N,N
270,S11,木瓜,0.09,P,Y,N,N
270,S12,大果柏,0.16,P,Y,N,N
270,S13,圆柏,0.04,P,Y,N,N
270,S16,圆柏,0.09,P,Y,N,N
270,S18,八角金盘,0.2,P,Y,N,N
270,S07,皋月杜鹃,0.25,P,Y,N,N
270,S10,南天竹,0.25,P,Y,N,N
270,S08,绣球,0.04,P,Y,N,N
270,S01,绣球,0.88,P,N,N,N
270,S05,绣球,0.8,P,N,N,N
270,S02,马醉木,0.09,P,N,N,N
270,S03,茶梅,0.35,P,N,N,N
270,S04,卫矛,0.45,P,N,N,N
270,S17,南天竹,0.8,P,N,N,N
274,S01,弗吉尼亚甜菊,0.32,P,N,N,N
274,S02,罗汉松,0.02,P,N,N,N
274,S03,木槿,0.0225,P,N,N,N
276,S02,假连翘,0.48,P,Y,N,N
276,S04,麒麟吐珠,0.09,P,Y,N,N
276,S05,柃木,0.16,P,Y,N,N
276,S01,南天竹,0.16,P,Y,N,N
276,S03,南天竹,0.09,P,Y,N,N
276,S06,南天竹,0.09,P,Y,N,N
279,S03,木犀,6,P,N,N,N
279,S04,南天竹,11.7,P,N,N,N
279,S01,平户杜鹃,1,P,N,N,N
279,S02,平户杜鹃,1,P,N,N,N
281,S01,矮棕竹,0.08,P,Y,N,N
281,S06,金柑,0.16,P,Y,N,N
281,S09,鹅掌柴,1.44,P,Y,N,N
281,S04,木犀,0.2,P,Y,N,N
281,S07,南天竹,1,P,Y,N,N
281,S08,南天竹,1,P,Y,N,N
281,S05,台湾十大功劳,0.42,P,Y,N,N
281,S03,朱砂根,0.04,P,Y,N,N
281,S02,台湾十大功劳,0.6,P,N,N,N
283,S01,栀子,1,P,Y,N,N
283,S05,秋海棠,0.075,P,Y,N,N
283,S02,瑞香,0.135,P,N,N,N
283,S04,瑞香,0.33,P,N,N,N
283,S07,南天竹,0.25,P,N,N,N
283,S03,天竺葵,0.1575,P,N,N,N
283,S06,天竺葵,0.16,P,N,N,N
284,S02,皋月杜鹃,6.4,P,N,N,N
284,S01,台湾十大功劳,1.44,P,N,N,N
285,S13,山茶,0.36,P,N,Y,N
285,S08,日本商陆,0.15,P,N,Y,N
285,S10,虎杖,5.4,P,N,Y,N
285,S11,虎杖,0.24,P,N,Y,N
285,S12,虎杖,1.8,P,N,Y,N
285,S06,皋月杜鹃,0.15,P,N,Y,N
285,S07,皋月杜鹃,0.04,P,N,Y,N
285,S09,栀子,0.5,P,N,Y,N
285,S01,大花六道木,0.72,P,N,N,N
285,S02,大花六道木,0.6,P,N,N,N
285,S03,台湾十大功劳,0.45,P,N,N,N
285,S04,台湾十大功劳,0.09,P,N,N,N
285,S05,台湾十大功劳,0.2,P,N,N,N
286,S02,袖珍椰子,0.18,P,Y,N,N
286,S03,袖珍椰子,0.16,P,Y,N,N
286,S04,花叶常春藤,0.06,P,Y,N,N
286,S01,南天竹,0.3,P,Y,N,N
293,S10,青木,0.09,P,Y,N,N
293,S11,青木,0.04,P,Y,N,N
293,S14,青木,0.36,P,Y,N,N
293,S03,矮棕竹,0.12,P,Y,N,N
293,S04,木槿,0.25,P,Y,N,N
293,S15,木槿,0.09,P,Y,N,N
293,S05,花叶冷水花,0.3,P,Y,N,N
293,S19,花叶冷水花,0.05,P,Y,N,N
293,S06,绣球,0.16,P,Y,N,N
293,S20,绣球,0.09,P,Y,N,N
293,S08,久留美杜鹃,0.16,P,Y,N,N
293,S13,薄荷,0.08,P,Y,N,N
293,S17,侧柏,0.09,P,Y,N,N
293,S18,珍珠绣线菊,0.16,P,Y,N,N
293,S16,鹅掌柴,0.12,P,Y,N,N
293,S12,鸡爪槭,0.09,P,Y,N,N
293,S02,南天竹,0.25,P,Y,N,N
293,S07,南天竹,0.56,P,Y,N,N
293,S09,苏铁,1.69,P,Y,N,N
293,S01,笆,0.24,P,Y,N,N
297,S01,胡颓子,0.84,P,N,Y,N
297,S03,胡颓子,5.88,P,N,Y,N
297,S04,胡颓子,2.4,P,N,Y,N
297,S06,胡颓子,2.38,P,N,Y,N
297,S02,珍珠绣线菊,2.24,P,N,Y,N
297,S08,锦鸡儿,0.16,P,N,Y,N
297,S09,大花六道木,7.2,P,N,Y,N
297,S07,朴树,0.16,P,N,Y,N
297,S10,青冈,8.28,P,N,Y,N
297,S05,栀子,2.1,P,N,Y,N
298,S01,山茶,1.8,P,N,N,N
298,S02,南天竹,1.44,P,N,N,N
298,S03,栀子,0.25,P,N,N,N
299,S02,平户杜鹃,2.16,P,N,Y,Y
299,S01,平户杜鹃,8.64,P,N,Y,Y
299,S03,平户杜鹃,1.8,P,N,Y,Y
299,S04,平户杜鹃,2.64,P,N,Y,Y
300,S03,石斑木,4.2,P,N,Y,Y
300,S04,石斑木,0.3,P,N,Y,Y
300,S02,石斑木,0.42,P,N,Y,Y
300,S01,六月雪,0.25,P,N,Y,Y
301,S01,芍药,0.2,P,Y,N,N
301,S02,鹅掌柴,0.36,P,Y,N,N
301,S08,鹅掌柴,0.36,P,Y,N,N
301,S03,大叶早樱,0.09,P,Y,N,N
301,S04,绣球,0.12,P,Y,N,N
301,S06,大果柏,0.27,P,Y,N,N
301,S07,栎叶绣球,0.09,P,Y,N,N
301,S09,草珊瑚,0.09,P,Y,N,N
301,S10,假连翘,2.4,P,Y,N,N
301,S11,月季花,0.36,P,Y,N,N
301,S05,木犀榄,0.36,P,Y,N,N
303,S02,山茶,1,P,N,Y,N
303,S07,山茶,1,P,N,Y,N
303,S08,山茶,0.9,P,N,Y,N
303,S09,山茶,1,P,N,Y,N
303,S11,大果柏,2.1,P,N,Y,N
303,S10,八角金盘,1.3,P,N,Y,N
303,S13,皋月杜鹃,1.35,P,N,Y,N
303,S04,马醉木,0.49,P,N,Y,N
303,S05,马醉木,0.49,P,N,Y,N
303,S06,马醉木,0.49,P,N,Y,N
303,S01,日本黄杨,0.6,P,N,Y,N
303,S12,台湾十大功劳,5.04,P,N,Y,N
303,S03,栀子,1.44,P,N,Y,N
305,S01,南天竹,2.25,P,N,Y,N
305,S02,南天竹,2.25,P,N,Y,N
305,S03,南天竹,2.25,P,N,Y,N
305,S04,南天竹,2.25,P,N,Y,N
305,S05,南天竹,2.25,P,N,Y,N
307,S04,石斑木,0.18,S,N,N,N
307,S01,楝,0.63,S,N,N,N
307,S05,楝,0.16,S,N,N,N
307,S02,南天竹,0.49,S,N,N,N
307,S03,樟树,0.09,S,N,N,N
307,S08,海南龙血树,0.36,P,N,N,N
307,S09,月季花,0.72,P,N,N,N
307,S06,齿叶冬青,1.44,P,N,N,N
307,S07,齿叶冬青,1.44,P,N,N,N
307,S11,齿叶冬青,0.81,P,N,N,N
307,S12,齿叶冬青,0.4,P,N,N,N
307,S13,齿叶冬青,1.08,P,N,N,N
307,S10,皋月杜鹃,0.48,P,N,N,N
307,S14,皋月杜鹃,1.4,P,N,N,N
309,S17,蟹爪兰,0.09,P,Y,N,N
309,S25,蟹爪兰,0.06,P,Y,N,N
309,S21,南紫薇,0.09,P,Y,N,N
309,S22,交让木,0.0225,P,Y,N,N
309,S26,鹅掌柴,0.7,P,Y,N,N
309,S28,草珊瑚,0.09,P,Y,N,N
309,S05,月季花,0.18,P,Y,N,N
309,S08,胡椒木,0.09,P,Y,N,N
309,S09,月季花,0.12,P,Y,N,N
309,S10,燕子掌,0.49,P,Y,N,N
309,S11,燕子掌,0.9,P,Y,N,N
309,S20,燕子掌,0.16,P,Y,N,N
309,S13,月季花,0.09,P,Y,N,N
309,S14,南非万寿菊,0.04,P,Y,N,N
309,S16,月季花,0.12,P,Y,N,N
309,S19,鸡爪槭,0.03,P,Y,N,N
309,S03,南天竹,0.12,P,Y,N,N
309,S06,南天竹,0.16,P,Y,N,N
309,S07,南天竹,0.09,P,Y,N,N
309,S12,南天竹,0.09,P,Y,N,N
309,S15,南天竹,0.09,P,Y,N,N
309,S27,南天竹,0.25,P,Y,N,N
309,S18,平户杜鹃,0.09,P,Y,N,N
309,S04,鸳鸯茉莉,0.25,P,Y,N,N
309,S23,朱砂根,0.0225,P,Y,N,N
309,S24,朱砂根,0.01,P,Y,N,N
309,S01,七叶一枝花,0.15,P,N,N,N
309,S02,木犀榄,0.3,P,N,N,N
311,S01,牡丹,0.16,P,N,Y,N
311,S02,山茶,0.42,P,N,Y,N
311,S04,茶梅,0.42,P,N,Y,N
311,S08,十大功劳,0.06,P,N,Y,N
311,S09,六月雪,0.09,P,N,Y,N
311,S10,六月雪,0.09,P,N,Y,N
311,S11,皋月杜鹃,0.36,P,N,Y,N
311,S05,平户杜鹃,1,P,N,Y,N
311,S06,平户杜鹃,1,P,N,Y,N
311,S03,青冈,0.6,P,N,Y,N
311,S07,朱砂根,0.04,P,N,Y,N
313,S01,平户杜鹃,3.3,P,N,Y,Y
317,S01,亚洲络石,0.18,P,N,N,N
317,S02,山茶,0.045,P,N,N,N
317,S03,鸡爪槭,0.96,P,N,N,N
318,S07,大花六道木,1.5,P,N,N,N
318,S04,皋月杜鹃,0.48,P,N,N,N
318,S02,柃木,0.09,P,N,N,N
318,S03,柃木,0.25,P,N,N,N
318,S01,南天竹,0.09,P,N,N,N
318,S05,小蜡,0.3,P,N,N,N
318,S06,小蜡,0.45,P,N,N,N
321,S01,朴树,0.16,S,N,Y,N
326,S19,鸡爪槭,0.0056,S,N,N,N
326,S22,鸡爪槭,0.0025,S,N,N,N
326,S11,女贞,0.06,S,N,N,N
326,S12,富宁槭,0.12,S,N,N,N
326,S16,富宁槭,0.01,S,N,N,N
326,S17,富宁槭,0.015,S,N,N,N
326,S18,富宁槭,0.01,S,N,N,N
326,S15,朱砂根,0.04,S,N,N,N
326,S21,朱砂根,0.01,S,N,N,N
326,S20,南天竹,0.12,S,N,N,N
326,S23,南天竹,0.12,S,N,N,N
326,S13,朴树,0.04,S,N,N,N
326,S14,朴树,0.0225,S,N,N,N
326,S24,南天竹,0.64,P,Y,N,N
326,S01,金丝梅,4.5,P,N,N,N
326,S02,台湾吊钟花,0.09,P,N,N,N
326,S03,马醉木,0.12,P,N,N,N
326,S04,马醉木,0.2,P,N,N,N
326,S09,鸡爪槭,0.09,P,N,N,N
326,S10,女贞,0.04,P,N,N,N
326,S06,八角金盘,0.18,P,N,N,N
326,S05,南天竹,0.25,P,N,N,N
326,S07,南天竹,0.09,P,N,N,N
326,S08,南天竹,0.09,P,N,N,N
327,S06,山茶,0.09,P,Y,N,N
327,S05,矮棕竹,0.2,P,Y,N,N
327,S03,南天竹,0.05,P,Y,N,N
327,S02,山茶,1,P,N,N,N
327,S01,绣球,0.49,P,N,N,N
327,S08,珍珠绣线菊,1,P,N,N,N
327,S09,厚皮香,0.81,P,N,N,N
327,S04,南天竹,0.42,P,N,N,N
327,S07,紫薇,0.42,P,N,N,N
329,S10,大花六道木,2.4,P,N,N,N
329,S07,皋月杜鹃,0.12,P,N,N,N
329,S08,石斑木,1.56,P,N,N,N
329,S06,南天竹,0.49,P,N,N,N
329,S09,平户杜鹃,0.15,P,N,N,N
329,S05,绣球,0.49,P,N,N,N
329,S02,大花六道木,0.36,P,N,Y,Y
329,S01,大花六道木,1.12,P,N,Y,Y
329,S03,大花六道木,0.72,P,N,Y,Y
329,S04,大花六道木,1.2,P,N,Y,Y
331,S01,鹅掌柴,0.6,P,Y,N,N
331,S03,绣球,0.12,P,N,N,N
331,S04,紫薇,0.36,P,N,N,N
331,S02,洋常春藤,1.69,P,N,N,N
332,S02,绣球,0.09,P,Y,N,N
332,S06,亚洲络石,0.1225,P,Y,N,N
332,S07,天竺葵,0.3,P,Y,N,N
332,S04,齿叶冬青,0.12,P,N,N,N
332,S05,皋月杜鹃,0.9,P,N,N,N
332,S01,南天竹,0.09,P,N,N,N
332,S03,南天竹,0.3,P,N,N,N
334,S01,皋月杜鹃,0.09,P,N,N,N
334,S02,皋月杜鹃,0.09,P,N,N,N
334,S04,圆柏,2.25,P,N,Y,Y
334,S03,石斑木,0.45,P,N,Y,Y
334,S05,平户杜鹃,2.72,P,N,Y,Y
338,S02,糙叶树,0.05,S,N,N,N
338,S04,鳄梨,0.09,P,Y,N,N
338,S03,青木,1,P,Y,N,N
338,S05,石斑木,3,P,N,N,N
338,S01,南天竹,0.0625,P,N,N,N
343,S14,山茶,0.04,P,Y,N,N
343,S01,南天竹,0.08,P,Y,N,N
343,S02,南天竹,0.12,P,Y,N,N
343,S04,绣球,0.125,P,Y,N,N
343,S10,绣球,0.25,P,Y,N,N
343,S12,绣球,0.09,P,Y,N,N
343,S13,绣球,0.09,P,Y,N,N
343,S07,染井吉野樱,0.04,P,Y,N,N
343,S09,海南龙血树,0.16,P,Y,N,N
343,S15,月季花,0.16,P,Y,N,N
343,S16,月季花,0.16,P,Y,N,N
343,S17,月季花,0.16,P,Y,N,N
343,S03,南天竹,0.0625,P,Y,N,N
343,S06,南天竹,0.09,P,Y,N,N
343,S08,南天竹,0.0625,P,Y,N,N
343,S05,皋月杜鹃,0.09,P,N,N,N
343,S11,南天竹,0.09,P,N,N,N
349,S01,海南龙血树,0.24,P,Y,N,N
350,S01,茶梅,0.25,P,N,N,N
350,S02,茶梅,0.49,P,N,N,N
350,S03,南天竹,0.36,P,N,N,N
350,S04,南天竹,0.56,P,N,N,N
